record,name,cpf,birthday,Gluconise,Adrino_posina,Gamma_R,Nitro_K,H278,Plate,Factor_risk,norm_gamma_type,Blood_type,Blood_Rh,Low_Risk,Medium_Risk,High_Risk
37206,Leonardo Sales,91302846787,2004-08-14,839.7588,,5,3.1,5988.15,X,5,1,AB,+,True,False,False
80407,Vitor Gabriel da Cunha,7251438607,2020-12-03,480.031,Capsuled,1,3.34,8437.66,DD,5,1,,+,True,False,False
89089,Stella Freitas,45128936791,2018-09-20,904.7447,Covered,3,4.45,19509.12,B,7,0,AB,+,True,False,False
24543,Lucas Gabriel Oliveira,28749306103,2023-03-02,1044.7529,Clinical Done,5,2.75,2570.46,X,4,0,A,+,True,False,False
79622,Davi Luiz da Rosa,75384162007,2011-09-10,798.4278,Covered,2,2.8,3002.3,DD,4,1,B,+,True,False,False
67108,Juan Pires,23694875000,2000-02-07,899.1863,Covered,4,2.58,852.73,X,3,1,A,+,True,False,False
47384,Pedro Cardoso,98764021378,2007-06-15,890.0056,Clinical Done,4,2.61,1134.82,B,3,1,B,+,True,False,False
65997,Davi Pires,97580246392,2008-12-12,929.4726,,1,3.16,6616.23,X,5,0,AB,+,False,True,False
82889,Lucca Peixoto,69470152352,2013-05-04,1165.0065,Covered,6,4.62,21181.9,,7,1,,-,True,False,False
8265,Vitor Gabriel Porto,8326159786,2004-03-19,920.2771,Clinical Done,5,3.67,11759.37,DD,6,0,,+,False,True,False
14643,Yuri Aragão,21860497322,2018-02-21,1037.8584,Clinical Done,1,3.25,7500.39,DD,5,1,A,+,True,False,False
20716,Marcos Vinicius da Cruz,16790852476,2014-12-11,878.1032,Capsuled,3,3.55,10538.78,CS,6,0,AB,+,False,True,False
22021,Luiza da Mata,49275836000,2016-03-16,901.6025,Capsuled,7,5.94,34438.95,,8,1,AB,+,False,True,False
38855,Marina Pereira,41703956893,2006-04-26,793.5078,Capsuled,4,3.11,6122.17,CS,5,0,A,+,False,True,False
5666,Lorenzo Porto,51604823933,2006-04-11,1139.4458,Capsuled,5,2.67,1745.51,B,3,0,,+,False,True,False
29560,Luiz Fernando Rodrigues,83469021589,2014-03-05,973.6769,,4,2.68,1820.26,B,3,1,,+,False,True,False
36619,Lucca Rezende,31290487588,2002-12-11,1076.4751,Uncovered,5,4.02,15182.79,,6,0,AB,-,True,False,False
61646,Renan da Conceição,42619578337,2000-03-17,1036.6433,,6,3.21,7153.04,A,5,0,AB,+,False,True,False
39282,Nina Nunes,80764359193,2021-11-04,1301.909,Uncovered,7,2.99,4967.26,X,5,0,B,-,False,True,True
75062,Luiz Otávio Melo,18253470932,2020-05-07,1060.5865,Clinical Done,5,3.81,13160.19,B,6,1,O,+,False,True,True
18334,Sra. Julia Freitas,68903472500,2018-01-21,1218.126,Covered,5,3.36,8665.02,DD,5,1,O,-,False,True,False
8329,Dra. Rebeca Costela,15839760277,2015-04-01,1006.9089,Uncovered,5,2.79,2891.09,CS,4,0,A,+,True,False,False
49334,Luiz Gustavo Sales,3826175417,2009-12-30,714.2777,,5,3.04,5421.44,,5,0,AB,+,True,False,False
83001,Sra. Daniela Rodrigues,17023489622,2008-11-17,791.8949,Clinical Done,5,5.2,27060.39,CS,7,0,AB,+,False,True,True
47775,Rebeca Rocha,8749652176,2011-04-14,1226.946,Capsuled,5,2.91,4155.64,,4,0,A,+,False,True,True
66938,Sr. Vitor Hugo Lopes,85149326089,2014-08-10,919.1952,Uncovered,4,3.2,7047.35,DD,5,0,AB,+,False,True,False
98317,Lara Aragão,87260359447,2012-10-13,852.5333,Uncovered,6,5.04,25405.9,X,7,0,AB,+,False,True,False
34751,Davi da Mata,31407896296,2010-05-22,1030.4812,Capsuled,6,3.87,13764.3,A,6,1,O,+,False,True,False
9258,Srta. Letícia Ferreira,93415768228,2023-03-14,937.6066,Clinical Done,2,3.18,6792.5,B,5,0,O,-,True,False,False
64313,Sr. Arthur Barros,36284905106,2020-03-22,1191.3702,Uncovered,8,2.84,3404.0,X,4,1,A,+,True,False,False
25145,Júlia da Mata,35201879659,2007-08-27,1225.9243,Covered,3,3.45,9551.75,DD,5,0,B,+,True,False,False
58684,Cecília Ferreira,68724039500,2022-10-24,968.8663,Uncovered,2,2.62,1187.05,X,3,1,O,+,False,True,False
99161,Brenda Almeida,75093482188,2021-12-16,1242.9127,Capsuled,7,5.57,30699.53,DD,8,0,A,+,True,False,False
95459,Sra. Natália Moraes,74158693039,2008-12-04,870.4775,Covered,5,3.03,5324.74,DD,5,0,O,-,True,False,False
24380,Nicolas da Paz,36904857200,2003-01-03,1233.4353,,3,2.65,1503.53,CS,3,0,O,+,True,False,False
63482,Luana Souza,79168542011,2000-06-30,867.5175,Uncovered,10,3.2,7043.62,X,5,1,AB,-,True,False,False
4820,Dra. Gabrielly Novaes,61980254389,2021-01-14,1122.8831,Covered,6,2.69,1895.9,B,3,1,O,-,False,True,False
81647,Rafaela Silva,21840693703,2021-07-28,896.6055,Uncovered,3,2.69,1894.6,,3,1,AB,+,False,True,False
13998,Henrique da Luz,95437108648,2020-09-28,890.5536,,3,2.58,830.48,X,3,1,,+,False,True,False
39696,Isabel Costela,57896312409,2011-05-20,1066.1142,,5,3.51,10105.84,DD,6,1,,+,True,False,False
5144,Ana Luiza Silveira,17604932525,2002-01-29,791.7256,Capsuled,8,2.6,1064.34,B,3,1,A,+,True,False,False
9511,Evelyn Sales,49102538660,2009-06-08,1291.5581,Uncovered,5,4.74,22387.01,,7,0,,+,False,True,False
98978,Davi Lucas Ramos,59270138488,2009-10-17,699.0755,,7,2.98,4808.3,B,5,0,,-,False,True,True
4829,Pedro Lucas Souza,29534760838,2005-07-06,925.7085,Clinical Done,7,2.66,1614.17,DD,3,1,,-,False,True,False
98435,Theo Nascimento,40168957310,2012-12-01,1063.1516,Clinical Done,7,3.22,7270.47,X,5,0,,+,True,False,False
17950,Dr. João Miguel Silveira,73826014553,2013-11-17,915.2949,Capsuled,7,2.5,45.59,CS,1,1,B,-,False,True,False
73984,Valentina Barbosa,23579608410,2010-02-21,750.4885,Covered,7,4.74,22434.15,DD,7,0,A,+,False,True,False
78890,Yago Ribeiro,37024169869,2021-06-15,1030.6699,Capsuled,3,2.54,378.71,DD,2,1,B,-,False,True,False
61842,Caroline da Costa,70592183432,2008-05-19,1076.1999,,4,2.88,3849.59,DD,4,0,B,+,True,False,False
12640,Juliana Sales,81934576255,2013-08-22,1117.3197,Uncovered,3,2.57,692.93,X,3,0,B,+,True,False,False
85348,Vitor Santos,40562398783,2010-01-31,930.2725,Capsuled,5,2.98,4774.63,,5,1,B,-,True,False,False
20690,Laís Barbosa,31268904589,2013-12-02,1027.9682,Covered,2,2.91,4152.1,CS,4,1,O,-,False,True,False
21039,Dra. Sofia Fernandes,35487912637,2001-01-16,774.8726,Covered,7,2.51,77.31,B,1,1,,+,True,False,False
45903,Dr. Benjamin Sales,78520419658,2013-06-08,,Clinical Done,6,3.94,14396.64,CS,6,0,O,-,True,False,False
79192,Pedro Lucas Fogaça,49217803669,2009-12-25,834.1729,Uncovered,4,2.62,1249.88,B,3,1,,+,False,True,False
55259,Yago Santos,90486251306,2004-07-26,985.7072,Clinical Done,4,3.07,5744.77,B,5,1,AB,+,True,False,False
64528,Benício Moura,72605419380,2016-01-10,919.3585,Capsuled,1,2.92,4182.72,X,4,1,B,-,True,False,False
54095,Isis da Cunha,40317659243,2016-02-25,969.7548,Capsuled,4,2.69,1890.25,B,3,1,,+,True,False,False
55142,Ana Oliveira,82659347000,2008-06-26,869.6566,Clinical Done,5,3.09,5969.0,DD,5,1,AB,+,True,False,False
1993,Thales Almeida,62714839509,2019-11-08,825.3641,Capsuled,5,2.74,2401.7,A,4,1,B,+,True,False,False
77205,Lara Souza,43128706590,2013-10-28,737.5868,,10,2.5,52.88,DD,1,0,B,+,True,False,False
31354,Emanuella Cardoso,26310479580,2015-11-07,969.8963,Clinical Done,8,3.6,11057.23,B,6,0,A,-,False,True,False
59569,Larissa Cunha,26309145851,2012-05-17,1185.7083,Covered,4,3.12,6252.69,CS,5,1,B,+,True,False,False
28467,Bryan Freitas,78932645000,2022-02-15,947.0029,Uncovered,7,2.57,731.71,B,3,0,A,+,True,False,False
51625,Davi da Mota,18049257649,2003-05-21,783.0733,Clinical Done,3,4.14,16418.64,A,6,1,AB,+,True,False,False
90367,Camila Monteiro,20198356730,2022-11-16,1289.2228,Covered,5,2.71,2078.91,DD,4,1,O,+,True,False,False
18980,João Costa,86475923010,2011-12-21,1146.3498,Clinical Done,2,2.75,2483.37,B,4,1,,+,False,True,False
89833,Bárbara Rodrigues,70642139580,2002-12-30,761.1912,Uncovered,2,2.89,3883.92,X,4,0,,+,False,True,False
70777,Srta. Valentina Azevedo,51326704826,2008-03-30,1036.1772,Clinical Done,6,3.48,9852.42,CS,6,0,AB,-,True,False,False
49001,Ana Julia Castro,7543198657,2016-10-03,740.3275,,12,4.25,17539.33,B,6,1,B,-,True,False,False
4541,Sra. Evelyn Pires,72048591388,2019-04-05,1197.5216,Capsuled,2,2.91,4168.55,B,4,1,AB,+,False,True,True
13062,Alana da Mata,19487263004,2014-07-11,1295.7952,Clinical Done,4,2.61,1151.06,DD,3,1,B,-,True,False,False
79199,Emilly Fernandes,59274306865,2015-01-26,1153.3867,,2,4.13,16345.66,X,6,0,,+,True,False,False
78641,Leonardo da Conceição,34851620942,2007-08-27,1184.3538,,1,2.65,1482.93,B,3,1,O,-,True,False,False
39527,Isaac Ramos,46210597343,2022-03-10,694.5707,Uncovered,4,2.51,125.63,CS,1,1,B,+,True,False,False
87721,Srta. Rebeca Sales,82714063969,2015-06-07,1107.1654,Capsuled,3,3.03,5319.39,DD,5,0,,-,True,False,False
5179,Benício Dias,45719382097,2015-02-20,789.747,Capsuled,2,2.6,1043.96,B,3,0,AB,+,True,False,False
78837,Sra. Raquel Pinto,46328951728,2008-10-04,1050.1251,Clinical Done,5,2.58,850.71,CS,3,0,A,+,False,True,False
92356,Juan Viana,5497168230,2020-03-18,830.2914,Uncovered,6,2.53,345.17,B,2,1,O,+,True,False,False
80716,Srta. Agatha Barbosa,37260184922,2003-05-09,1003.7366,Uncovered,5,2.95,4557.52,B,4,1,,+,False,True,True
69248,Heloísa Castro,56937284047,2008-04-06,961.1093,Covered,0,4.11,16096.34,,6,1,O,+,True,False,False
50228,Thiago da Paz,32968740547,2001-08-27,915.2753,Uncovered,4,2.9,4051.43,DD,4,0,,+,False,True,False
31605,Gabriel da Rocha,69423187528,2006-09-22,941.352,Capsuled,6,3.78,12807.83,DD,6,1,AB,+,True,False,False
46003,Sr. Pietro Lopes,94186032505,2004-04-22,992.2869,Clinical Done,5,2.99,4882.83,,5,1,,+,False,True,True
36241,Maria Sophia Ferreira,38027495610,2022-10-11,1268.4797,Uncovered,8,3.04,5467.44,DD,5,1,B,+,False,True,False
44631,Laura Freitas,84391627078,2017-09-09,853.7974,,7,3.03,5283.69,DD,5,1,AB,+,False,True,False
8654,Vicente Costa,27450318644,2015-04-28,1122.109,Clinical Done,7,3.01,5120.44,CS,5,0,AB,+,False,True,False
6384,Lara Lopes,85634190215,2021-09-21,893.0208,Capsuled,7,2.68,1871.86,A,3,1,B,+,False,True,False
72942,Emanuelly da Costa,49578236000,2003-09-08,756.1026,Clinical Done,7,3.13,6323.07,B,5,1,AB,-,True,False,False
15218,Ana Júlia Rocha,7826453135,2016-11-13,1029.7279,Uncovered,4,4.35,18494.22,X,7,0,O,+,True,False,False
42013,Camila Duarte,13782659473,2022-01-31,909.0483,,7,5.45,29540.99,CS,8,1,AB,+,False,True,False
165,Vitória Barbosa,87610249530,2000-05-14,1102.1386,Covered,4,2.52,214.64,DD,2,1,,+,False,True,False
84438,Emilly Duarte,79065128395,2001-01-30,1002.9523,Clinical Done,5,2.72,2232.93,B,4,1,AB,+,False,True,False
43940,Isabelly da Mota,57219836473,2019-05-13,832.7893,Clinical Done,2,2.9,4068.55,DD,4,1,,-,True,False,False
414,Benício da Rocha,46307528117,2012-02-19,1026.4996,Covered,1,6.09,35925.37,CS,8,1,,+,False,True,True
16990,Sra. Caroline Nunes,86042197304,2017-11-20,1174.6438,Clinical Done,4,5.24,27463.58,CS,7,0,AB,+,False,True,True
87641,Eduardo Pereira,39748516237,2018-05-23,755.994,Capsuled,4,2.81,3089.39,X,4,0,,-,False,True,False
11510,Benício Moraes,82435916051,2001-04-08,950.4888,Uncovered,3,4.83,23289.46,X,7,1,B,+,False,True,False
13410,João Pedro Barros,93274501670,2023-05-15,1238.6818,Clinical Done,4,4.32,18269.49,A,7,1,O,+,True,False,False
54292,João Vitor Araújo,84391502615,2006-05-20,1163.5919,Uncovered,7,2.66,1614.95,B,3,1,B,-,False,True,False
44791,Sr. Cauã Novaes,79084321669,2005-05-29,1217.8807,Covered,2,2.84,3423.87,,4,1,O,-,False,True,False
39774,Maria Moura,52490368729,2017-05-22,805.5435,Covered,9,2.71,2119.64,,4,1,B,-,False,True,False
87159,Dr. Leandro Oliveira,82319406778,2001-01-09,1084.193,,11,5.4,29040.62,DD,7,0,A,+,True,False,False
62387,Nicole Caldeira,72690413507,2020-04-08,1135.1559,,5,3.38,8827.66,DD,5,0,AB,-,False,True,False
56415,Dr. Cauã da Cruz,42583179691,2020-12-02,923.4354,,4,3.26,7616.29,B,5,0,O,+,True,False,False
90199,Srta. Stephany Ramos,10725483997,2003-03-14,983.8553,Covered,7,3.36,8617.07,A,5,0,B,+,True,False,False
1896,Giovanna Barbosa,93805274629,2013-12-03,1002.8581,Uncovered,5,2.72,2228.88,DD,4,1,O,+,False,True,False
63312,Beatriz Peixoto,70625481976,2000-04-03,943.6261,Uncovered,5,2.62,1238.22,B,3,0,AB,+,True,False,False
98696,Paulo Fernandes,75839642029,2016-02-29,954.5,,7,2.58,847.45,,3,1,B,-,True,False,False
34013,Cauã Aragão,32164895070,2006-02-26,1047.6782,Uncovered,3,2.73,2358.61,DD,4,1,O,+,True,False,False
54881,Alice Farias,91364578093,2009-01-25,1164.3486,Clinical Done,5,3.17,6734.19,X,5,0,O,+,True,False,False
91105,Sra. Ana Carolina Farias,93607184240,2012-05-28,1014.4154,Uncovered,3,3.21,7156.21,A,5,1,O,+,True,False,False
18944,Benício Dias,49168503784,2018-07-20,975.0954,Capsuled,4,3.46,9644.96,B,5,1,AB,+,True,False,False
11732,Benjamin Rodrigues,75362098195,2009-07-10,1050.2057,,6,2.57,744.66,CS,3,1,A,+,False,True,False
28448,Alice da Cruz,42578096392,2006-10-18,897.6204,Uncovered,5,5.47,29756.64,,8,0,AB,+,False,True,True
71349,Emilly Nogueira,90238146731,2009-01-14,1089.6264,Covered,5,4.18,16859.41,,6,1,B,+,True,False,False
50472,Kevin Oliveira,53160489205,2011-05-12,974.2999,,1,3.67,11701.49,X,6,0,O,-,True,False,False
28962,Daniel Carvalho,60192378503,2003-12-03,727.5243,Uncovered,10,3.48,9815.29,,6,1,A,+,False,True,False
72669,Breno Carvalho,79084561384,2013-05-01,1038.0656,Clinical Done,6,3.48,9863.93,DD,6,0,AB,-,False,True,True
61591,Rafael Lima,43507986175,2014-09-24,511.6705,Uncovered,4,5.62,31198.15,,8,1,AB,-,True,False,False
24786,Srta. Rafaela Viana,86045713290,2019-07-10,1200.4499,Uncovered,10,4.47,19700.37,X,7,0,O,-,True,False,False
47290,Sr. Heitor Barbosa,13429765099,2001-12-10,1528.8968,Uncovered,4,3.17,6762.81,,5,0,O,+,True,False,False
6322,Sra. Laís Ramos,67025381462,2008-03-20,918.4031,Covered,2,3.06,5662.05,X,5,1,O,-,True,False,False
20104,Vitória Monteiro,8914237532,2003-09-13,1410.9737,Uncovered,3,3.03,5369.96,DD,5,0,AB,-,False,True,True
73883,Bárbara Sales,18947530620,2021-09-03,1187.3046,Clinical Done,5,2.53,308.11,B,2,0,A,+,False,True,False
41580,Ryan Barbosa,41986302598,2010-01-13,1080.9066,Capsuled,3,4.08,15841.7,,6,1,B,-,True,False,False
33938,Cauã Nogueira,19382475664,2015-09-28,1479.6271,Clinical Done,1,2.73,2327.57,DD,4,1,,+,True,False,False
1731,Pedro Miguel Pires,4827659338,2001-10-06,1189.607,Capsuled,1,5.61,31073.16,,8,1,O,-,False,True,False
95491,Luiz Fernando da Costa,74512906380,2002-05-28,1141.0341,Clinical Done,1,2.97,4754.28,,5,0,B,+,False,True,True
97354,Heitor Freitas,69038724500,2020-06-19,1045.2103,Uncovered,3,4.75,22561.1,CS,7,1,O,-,True,False,False
420,Ana Carolina Ribeiro,67235894083,2009-01-25,513.3471,Clinical Done,4,2.52,244.01,DD,2,1,AB,+,False,True,False
63024,Renan Lima,70958124620,2000-02-18,1067.5237,Clinical Done,2,2.52,173.44,B,2,0,B,+,True,False,False
91000,Pedro Lucas Oliveira,12904685324,2022-08-14,1046.403,Clinical Done,4,2.66,1587.16,B,3,0,O,-,True,False,False
96499,Leonardo Peixoto,3956274865,2019-01-10,882.2385,Uncovered,6,2.64,1451.22,X,3,0,B,+,False,True,True
82685,Emilly Barbosa,84621905333,2002-04-03,1055.7361,Uncovered,3,2.94,4428.42,A,4,0,A,+,True,False,False
54624,Danilo Aragão,2971456307,2006-07-11,830.7292,Uncovered,6,4.7,22059.19,DD,7,0,AB,-,False,True,False
35158,Luana Almeida,74589360101,2002-12-16,700.841,,6,4.96,24665.35,X,7,1,AB,+,True,False,False
79203,Raul Barros,14073295616,2022-10-12,661.9073,Covered,7,3.08,5847.33,DD,5,1,A,+,True,False,False
54020,Brenda Almeida,4983625151,2001-07-10,398.1027,Clinical Done,4,3.0,4990.5,X,5,1,,-,False,True,True
84056,Marina Correia,20357914643,2020-02-26,758.1362,Covered,7,3.02,5206.92,B,5,0,A,-,False,True,True
69366,Dr. Bryan Correia,20875941397,2001-11-17,1026.6307,Uncovered,5,3.03,5363.67,DD,5,1,AB,+,True,False,False
79805,Amanda da Luz,83145609793,2022-11-18,640.0559,Uncovered,1,3.93,14292.07,X,6,0,O,+,False,True,False
55533,Luna Fogaça,67428905338,2001-02-02,910.2949,,5,3.79,12920.87,B,6,0,B,-,True,False,False
5975,Arthur Novaes,86740125902,2009-08-07,1080.5758,Uncovered,7,2.76,2650.58,B,4,1,,-,False,True,True
24846,Kaique Nunes,1587362902,2010-08-18,730.7858,Uncovered,4,3.08,5806.22,DD,5,0,AB,+,False,True,True
86540,Laís Cardoso,97251806401,2002-06-18,1288.0659,,3,3.52,10217.6,DD,6,0,A,+,True,False,False
14578,Davi Lucca Gomes,25096834115,2017-12-24,795.7268,Uncovered,3,4.01,15092.32,A,6,1,B,-,False,True,False
38481,Ana Lívia Viana,58790146220,2010-11-22,1186.137,Clinical Done,8,3.0,5015.44,A,5,1,,-,False,True,True
50499,Dra. Melissa Jesus,60175432961,2017-01-29,1120.117,Clinical Done,4,2.67,1682.85,,3,1,B,+,True,False,False
26514,Sr. Otávio Ribeiro,27598034141,2001-10-02,964.8768,Covered,7,2.69,1947.31,DD,4,0,AB,+,False,True,False
68077,Isabel Silva,40983726140,2022-01-04,826.1753,Covered,3,3.68,11809.92,CS,6,1,B,+,True,False,False
60557,Kevin Dias,51427860335,2004-04-12,1052.4125,Capsuled,8,2.51,152.85,X,2,0,AB,+,False,True,True
27810,Mirella da Conceição,57432019606,2006-04-10,799.9979,Covered,4,2.96,4619.82,DD,4,0,,+,False,True,True
15649,Sr. André da Mata,40831725923,2018-06-04,757.7349,Clinical Done,5,2.82,3252.35,DD,4,1,B,-,False,True,False
28099,Marcelo Silva,32087145644,2007-06-28,846.853,,3,3.51,10074.29,X,6,0,AB,+,False,True,False
25389,Yuri Barros,96180473269,2012-08-30,846.8729,Capsuled,2,3.43,9295.25,,5,1,O,+,False,True,False
48097,Pedro Henrique Farias,32561980405,2005-05-28,1126.2517,Covered,9,3.29,7960.75,X,5,1,,-,False,True,False
52467,João Pedro Nogueira,9785623130,2006-03-06,787.2202,Covered,0,3.07,5770.88,CS,5,0,A,+,False,True,False
79506,Sr. Luiz Felipe Santos,72361408562,2013-03-23,712.5182,Clinical Done,4,3.29,7922.78,X,5,1,AB,-,False,True,False
43413,Dra. Ana Gomes,62487091576,2007-04-20,878.4472,Covered,6,3.39,8930.9,X,5,0,A,-,False,True,True
3784,Dra. Emilly Caldeira,64159270352,2015-09-24,969.3085,Covered,5,3.37,8758.0,,5,0,AB,-,False,True,False
28190,Davi Luiz da Conceição,87261349003,2023-01-07,1203.4702,Uncovered,4,4.19,16911.52,DD,6,1,B,+,True,False,False
16742,Eduardo Rezende,38507294197,2001-04-16,830.7086,Covered,4,3.18,6831.11,X,5,0,,-,False,True,False
8872,Davi Rocha,34850921698,2018-08-21,901.8226,Uncovered,3,3.46,9584.36,B,5,0,AB,+,True,False,False
63822,Maria Julia Cardoso,64517023826,2002-12-31,680.4254,Covered,3,3.34,8422.74,X,5,0,O,-,False,True,False
66421,Augusto Rocha,4753618226,2004-01-13,983.7804,Clinical Done,0,3.8,12988.56,X,6,0,AB,+,False,True,True
82058,Pedro Rocha,80537692410,2019-01-05,1278.0678,Clinical Done,3,3.13,6326.45,,5,1,B,+,False,True,False
13375,Kaique Costela,78926104303,2013-09-18,822.4434,Clinical Done,4,3.48,9780.09,X,6,0,AB,+,True,False,False
41970,João Miguel Costa,92405176343,2011-01-29,596.7068,Clinical Done,1,2.56,643.74,CS,3,0,,+,False,True,False
2346,Isaac Lopes,25387491664,2017-01-02,774.8381,Covered,6,2.64,1447.13,,3,0,A,+,True,False,False
42169,Renan Pinto,65437109857,2019-11-11,945.6932,Clinical Done,1,3.77,12701.18,DD,6,1,,+,False,True,False
44840,Alexia Gonçalves,81069234796,2015-02-20,844.8433,Uncovered,5,5.43,29319.94,A,8,0,AB,+,True,False,False
25409,Laura Azevedo,21459067380,2010-06-27,1010.6953,Capsuled,3,3.43,9287.89,CS,5,1,B,+,False,True,True
90314,Ana Lívia Moreira,29038457600,2004-08-26,1136.1309,Capsuled,3,5.59,30897.5,DD,8,1,A,+,True,False,False
28795,Dra. Maria Sophia Cardoso,38649527191,2005-09-08,1054.6455,Covered,4,6.13,36338.53,B,8,1,O,+,True,False,False
32972,João Miguel Barbosa,6941732822,2010-04-16,1397.77,Clinical Done,5,3.07,5745.61,CS,5,1,O,-,False,True,True
69711,Sofia Pinto,5391784204,2011-10-29,847.7875,Clinical Done,5,6.14,36433.1,X,8,0,O,+,True,False,False
12086,Augusto Castro,10794285694,2019-05-12,1487.1362,Clinical Done,6,2.86,3665.0,B,4,1,,+,True,False,False
14288,Guilherme da Luz,65904138270,2011-11-24,898.1868,Clinical Done,3,2.77,2706.73,,4,1,O,+,False,True,False
74587,João Miguel Mendes,86391725012,2000-04-22,480.9149,,2,2.63,1347.85,X,3,1,AB,-,True,False,False
35500,Catarina Duarte,25340196780,2019-08-11,1129.8026,Uncovered,4,4.92,24180.08,,7,1,,+,False,True,True
40488,Luiz Miguel Fogaça,79285360130,2001-11-20,789.1038,Uncovered,7,2.96,4586.67,X,4,0,O,+,False,True,False
58026,Gabrielly Barros,92854076176,2020-09-17,899.4425,,4,3.86,13661.64,X,6,1,AB,+,True,False,False
76247,Luigi Nogueira,23548916791,2020-09-09,1011.86,Capsuled,4,2.69,1875.62,DD,3,0,B,+,True,False,False
22713,Elisa Melo,94162705399,2007-10-12,915.3938,,2,2.82,3206.1,CS,4,1,O,+,False,True,False
91566,Lucas Gabriel Aragão,89450216711,2021-03-25,1382.8271,Uncovered,4,2.63,1287.68,X,3,0,A,-,False,True,True
74652,Alice da Paz,78612504317,2020-08-02,1036.6854,Covered,2,3.2,6974.0,CS,5,1,O,+,True,False,False
31110,Luiz Gustavo Costa,53487296047,2020-01-30,976.9093,Clinical Done,4,4.26,17650.58,X,7,0,A,+,True,False,False
16186,João Guilherme Pereira,53049187204,2016-08-27,1141.7521,Clinical Done,3,6.56,40627.37,CS,8,1,O,-,False,True,True
42454,Marcela Gomes,64781295355,2022-03-29,1037.6705,Uncovered,5,4.03,15349.96,B,6,1,AB,+,False,True,False
75046,Davi Luiz Viana,23674105934,2010-07-19,861.6747,,3,6.48,39772.62,X,8,0,O,+,True,False,False
86073,Enzo Lima,34258071960,2016-11-30,1323.7317,Clinical Done,2,2.63,1349.41,B,3,0,B,+,False,True,True
91302,Clara Campos,3192546824,2010-01-12,985.1844,Clinical Done,3,3.64,11388.1,CS,6,1,B,+,False,True,False
89596,Dr. Thomas da Mota,79523681095,2011-08-06,1269.8715,Uncovered,4,2.98,4775.76,,5,1,O,+,False,True,False
64203,Cecília Monteiro,68104532960,2007-07-06,895.5453,,8,2.71,2164.49,,4,0,AB,+,False,True,False
49806,Elisa da Luz,28654170930,2005-03-23,978.0866,,4,3.11,6106.88,A,5,0,,+,True,False,False
34638,Breno Aragão,23791608487,2009-09-30,862.3506,Uncovered,5,6.17,36700.34,CS,8,0,,-,False,True,True
71896,Marina Caldeira,14397026599,2014-08-09,915.4938,,6,3.06,5605.22,DD,5,1,AB,+,True,False,False
34791,Theo Barros,29506187401,2007-08-24,964.5103,Uncovered,9,5.68,31815.64,DD,8,1,A,+,True,False,False
65717,Sr. Joaquim Monteiro,3598127677,2002-04-24,1230.8514,Clinical Done,2,3.26,7628.27,DD,5,0,O,-,True,False,False
59854,Catarina Pires,21093847603,2005-11-23,871.8023,Clinical Done,6,4.63,21304.75,B,7,1,B,-,False,True,False
78231,Nina Peixoto,76831950221,2007-09-13,1116.9455,Uncovered,4,3.32,8201.11,CS,5,1,A,+,True,False,False
2729,Thales Jesus,29453078638,2001-10-13,904.5765,Capsuled,6,3.08,5834.14,A,5,1,A,+,True,False,False
85183,Srta. Maria Sophia Farias,48201673590,2007-03-06,1136.9077,Clinical Done,8,4.27,17764.19,,7,0,B,-,False,True,False
22032,Sra. Clarice Rocha,23465017943,2013-06-27,1341.1934,Capsuled,3,3.73,12369.36,CS,6,1,B,+,False,True,True
30953,Ana Lívia Castro,48560239774,2007-04-28,1273.3034,Clinical Done,4,3.87,13691.83,A,6,0,B,+,False,True,True
45193,Bruna da Mota,87312960413,2003-11-27,817.6736,Uncovered,8,2.62,1200.59,A,3,1,O,+,True,False,False
68499,Matheus Sales,1726538435,2011-01-11,930.0017,Covered,2,4.39,18874.12,B,7,1,B,+,False,True,True
73533,Dr. Lorenzo Oliveira,40832765929,2020-10-30,1123.1844,Covered,7,4.62,21186.45,A,7,0,A,+,True,False,False
75978,Breno Rodrigues,8416795339,2021-01-21,914.7349,Covered,8,2.9,3979.27,DD,4,1,AB,-,False,True,False
11106,Ana Beatriz da Costa,73940128597,2018-12-21,926.4503,Uncovered,9,2.63,1360.16,B,3,1,B,+,False,True,False
22495,João Pedro da Costa,27013458635,2007-11-04,800.2813,Covered,4,3.96,14659.2,B,6,0,B,+,False,True,False
30284,Bernardo Lopes,24013967561,2002-04-24,957.9135,Uncovered,1,2.87,3738.81,B,4,0,O,+,False,True,False
46603,Noah Gonçalves,74132069516,2016-07-27,824.7498,Uncovered,5,2.96,4596.33,,4,1,O,-,False,True,False
38317,Vicente Nascimento,1849253633,2021-06-20,888.6568,,3,3.47,9687.26,X,5,1,O,-,True,False,False
30478,Dr. Pedro Miguel Fernandes,5341269799,2009-01-20,772.6888,Covered,6,2.83,3308.59,B,4,1,AB,+,True,False,False
38703,Laura Costa,28473601580,2007-10-15,1438.5686,Capsuled,6,4.46,19609.84,X,7,1,AB,+,True,False,False
25376,Maria Vitória Costela,54713209643,2006-06-17,801.1088,Clinical Done,5,2.82,3191.37,B,4,1,AB,+,True,False,False
34819,Miguel da Cunha,56289104730,2007-06-23,873.6619,Covered,3,2.62,1175.47,DD,3,0,O,+,False,True,False
26461,Srta. Clarice Cunha,30941275680,2006-03-04,664.8255,Clinical Done,3,3.64,11426.22,DD,6,1,O,-,False,True,True
